Key 0,Key 1,Key 2,Key 3,Key 4,Key,Done,en,de,it,ru,es,fr,pt,pl,cs,th,hu
Campaign,Return To,The Dunwich Legacy,Encounter,Yog-Sothoth's Emissaries,Campaign/Return To/The Dunwich Legacy/Encounter/Yog-Sothoth's Emissaries,TRUE,Yog-Sothoth's Emissaries,Sendboten von Yog-Sothoth,,,Emisarios de Yog-Sothoth,Émissaires de Yog-Sothoth,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to Blood on the Altar,Campaign/Return To/The Dunwich Legacy/Scenario/Return to Blood on the Altar,TRUE,Return to Blood on the Altar,Rückkehr zu: Blut auf dem Altar,,,Regreso a Sangre en el altar,Renouveau - Du Sang sur l'Autel,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to Extracurricular Activity,Campaign/Return To/The Dunwich Legacy/Scenario/Return to Extracurricular Activity,TRUE,Return to Extracurricular Activity,Rückkehr zu: Aktivitäten außerhalb des Lehrplans,,,Regreso a Actividades extracurriculares,Renouveau - Activité Extrascolaire,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to Lost in Time and Space,Campaign/Return To/The Dunwich Legacy/Scenario/Return to Lost in Time and Space,TRUE,Return to Lost in Time and Space,Rückkehr zu: Verloren in Zeit und Raum,,,Regreso a Perdidos en el tiempo y el espacio,Renouveau - Perdu dans le Temps et l'Espace,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to The Essex County Express,Campaign/Return To/The Dunwich Legacy/Scenario/Return to The Essex County Express,TRUE,Return to The Essex County Express,Rückkehr zu: Der Essex-County-Express,,,Regreso a el Essex County Express,Renouveau - L'Express du Comté d'Essex,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to the House Always Wins,Campaign/Return To/The Dunwich Legacy/Scenario/Return to the House Always Wins,TRUE,Return to The House Always Wins,Rückkehr zu: Das Haus gewinnt immer,,,Regreso a La casa siempre gana,Renouveau - La Banque Gagne Toujours,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to The Miskatonic Museum,Campaign/Return To/The Dunwich Legacy/Scenario/Return to The Miskatonic Museum,TRUE,Return to The Miskatonic Museum,Rückkehr zu: Das Miskatonic-Museum,,,Regreso al Museo Miskatonic,Renouveau - Le Musée Miskatonic,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to Undimensioned and Unseen,Campaign/Return To/The Dunwich Legacy/Scenario/Return to Undimensioned and Unseen,TRUE,Return to Undimensioned and Unseen,Rückkehr zu: Gestaltlos und unsichtbar,,,Regreso a Invisibles y sin dimensión,Renouveau - Aux Frontières du Visible,,,,,
Campaign,Return To,The Dunwich Legacy,Scenario,Return to Where Doom Awaits,Campaign/Return To/The Dunwich Legacy/Scenario/Return to Where Doom Awaits,TRUE,Return to Where Doom Awaits,Rückkehr zu: Wo das Verderben wartet,,,Regreso a Donde guarda la perdición,Renouveau - Là où le Destin Attend,,,,,
Campaign,Return To,The Forgotten Age,Encounter,Cult of Pnakotus,Campaign/Return To/The Forgotten Age/Encounter/Cult of Pnakotus,TRUE,Cult of Pnakotus,Der Kult von Pnakotus,,,Secta de Pnakotus,Culte de Pnakotus,,,,,
Campaign,Return To,The Forgotten Age,Encounter,Doomed Expedition,Campaign/Return To/The Forgotten Age/Encounter/Doomed Expedition,TRUE,Doomed Expedition,Verfluchte Expedition,,,Expedición condenada,Expédition Maudite,,,,,
Campaign,Return To,The Forgotten Age,Encounter,Return to the Rainforest,Campaign/Return To/The Forgotten Age/Encounter/Return to the Rainforest,TRUE,Return to the Rainforest,Rückkehr zu: Regenwald,,,Regreso a la Selva,Renouveau - Forêt Vierge,,,,,
Campaign,Return To,The Forgotten Age,Encounter,Temporal Hunters,Campaign/Return To/The Forgotten Age/Encounter/Temporal Hunters,TRUE,Temporal Hunters,Jäger der Zeit,,,Cazadores temporales,Chasseurs Temporels,,,,,
Campaign,Return To,The Forgotten Age,Encounter,Venomous Hate,Campaign/Return To/The Forgotten Age/Encounter/Venomous Hate,TRUE,Venomous Hate,Giftiger Hass,,,Odio ponzoñoso,Haine Venimeuse,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Heart of the Elders,Campaign/Return To/The Forgotten Age/Scenario/Return to Heart of the Elders,TRUE,Return to Heart of the Elders,Rückkehr zu: Das Herz der Älteren,,,Regreso a El corazón de los ancianos,Renouveau - Le Coeur des Anciens,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Heart of the Elders; Part 1,Campaign/Return To/The Forgotten Age/Scenario/Return to Heart of the Elders; Part 1,,Return to Heart of the Elders; Part 1,,,,,,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Heart of the Elders; Part 2,Campaign/Return To/The Forgotten Age/Scenario/Return to Heart of the Elders; Part 2,,Return to Heart of the Elders; Part 2,,,,,,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to K'n-yan,Campaign/Return To/The Forgotten Age/Scenario/Return to K'n-yan,TRUE,Return to K'n-yan,Rückkehr zu: K'n-yan,,,Regreso a K'n-yan,Renouveau - K'n-yan,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Pillars of Judgement,Campaign/Return To/The Forgotten Age/Scenario/Return to Pillars of Judgement,TRUE,Return to Pillars of Judgement,Rückkehr zu: Säulen des Urteils,,,Regreso a Columnas del juicio,Renouveau - Pilliers du Jugement,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Shattered Aeons,Campaign/Return To/The Forgotten Age/Scenario/Return to Shattered Aeons,TRUE,Return to Shattered Aeons,Rückkehr zu: Zestörte Zeitalter,,,Regreso a Eones destrozados,Renouveau - Paradoxes Temporels,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to The Boundary Beyond,Campaign/Return To/The Forgotten Age/Scenario/Return to The Boundary Beyond,TRUE,Return to The Boundary Beyond,Rückkehr zu: Die jenseitige Grenze,,,Regreso a El límite del otro lado,Renouveau - Par-delà les Limites,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to The City of Archives,Campaign/Return To/The Forgotten Age/Scenario/Return to The City of Archives,TRUE,Return to The City of Archives,Rückkehr zu: Die Archivstadt,,,Regreso a La Ciudad de los Archivos,Renouveau - La Cité des Archives,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to The Depths of Yoth,Campaign/Return To/The Forgotten Age/Scenario/Return to The Depths of Yoth,TRUE,Return to The Depths of Yoth,Rückkehr zu: Die Tiefen von Yoth,,,Regreso a Las profundidades de Yoth,Renouveau - Les Profondeurs de Yoth,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to The Doom of Eztli,Campaign/Return To/The Forgotten Age/Scenario/Return to The Doom of Eztli,TRUE,Return to The Doom of Eztli,Rückkehr zu: Das Verderben von Eztli,,,Regreso a La perdición de Eztli,Renouveau - Le Fléau des Eztli,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to The Untamed Wild,Campaign/Return To/The Forgotten Age/Scenario/Return to The Untamed Wild,TRUE,Return to The Untamed Wild,Rückkehr zu: Die ungezähmte Wildnis,,,Regreso a Naturaleza salvaje,Renouveau - Une Contrée Sauvage,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Threads of Fate,Campaign/Return To/The Forgotten Age/Scenario/Return to Threads of Fate,TRUE,Return to Threads of Fate,Rückkehr zu: Fäden des Schicksals,,,Regreso a Los hilos del destino,Renouveau - Les Fils du Destin,,,,,
Campaign,Return To,The Forgotten Age,Scenario,Return to Turn Back Time,Campaign/Return To/The Forgotten Age/Scenario/Return to Turn Back Time,TRUE,Return to Turn Back Time,Rückkehr zu: Die Zeit zurückdrehen,,,Regreso a Vuelta atrás en el tiempo,Renouveau - Remonter le Temps,,,,,
Campaign,Return To,The Path to Carcosa,Encounter,Decaying Reality,Campaign/Return To/The Path to Carcosa/Encounter/Decaying Reality,TRUE,Decaying Reality,Zerfallende Realität,,,Realidad Putrefacta,Réalité Déliquescente,,,,,
Campaign,Return To,The Path to Carcosa,Encounter,Delusory Evils,Campaign/Return To/The Path to Carcosa/Encounter/Delusory Evils,TRUE,Delusory Evils,Trügerisches Böses,,,Males Ilusorios,Fléaux Illusoires,,,,,
Campaign,Return To,The Path to Carcosa,Encounter,Hastur's Envoys,Campaign/Return To/The Path to Carcosa/Encounter/Hastur's Envoys,TRUE,Hastur's Envoys,Abgesandte Hasturs,,,Enviados de Hastur,Envoyés d'Hastur,,,,,
Campaign,Return To,The Path to Carcosa,Encounter,Maddening Delusions,Campaign/Return To/The Path to Carcosa/Encounter/Maddening Delusions,TRUE,Maddening Delusions,Unerträgliche Wahnvorstellungen,,,Delirios Enloquecedores,Hallucinations Dérangeantes,,,,,
Campaign,Return To,The Path to Carcosa,Encounter,Neurotic Fear,Campaign/Return To/The Path to Carcosa/Encounter/Neurotic Fear,TRUE,Neurotic Fear,Neurotische Angst,,,Miedo Neurótico,Peur Névrotique,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to A Phantom of Truth,Campaign/Return To/The Path to Carcosa/Scenario/Return to A Phantom of Truth,TRUE,Return to A Phantom of Truth,Rückkehr zu: Das Phantom der Wahrheit,,,Regreso a El Fantasma de la Verdad,Renouveau - Le Spectre de la Vérité,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to Black Stars Rise,Campaign/Return To/The Path to Carcosa/Scenario/Return to Black Stars Rise,TRUE,Return to Black Stars Rise,Rückkehr zu: Die schwarzen Sterne gehen auf,,,Regreso a Surgen Estrellas Negras,Renouveau - Sous les Étoiles Noires,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to Curtain Call,Campaign/Return To/The Path to Carcosa/Scenario/Return to Curtain Call,TRUE,Return to Curtain Call,Rückkehr zu: Ruf vor den Vorhang,,,Regreso a Se Cierra el Telón,Renouveau - Baisser de Rideau,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to Dim Carcosa,Campaign/Return To/The Path to Carcosa/Scenario/Return to Dim Carcosa,TRUE,Return to Dim Carcosa,Rückkehr zu: Finsteres Carcosa,,,Regreso a Penumbrosa Carcosa,Renouveau - La Pâle Carcosa,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to Echoes of the Past,Campaign/Return To/The Path to Carcosa/Scenario/Return to Echoes of the Past,TRUE,Return to Echoes of the Past,Rückkehr zu: Widerhall aus der Vergangenheit,,,Regreso a Ecos del Pasado,Renouveau - Les Échos du Passé,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to The Last King,Campaign/Return To/The Path to Carcosa/Scenario/Return to The Last King,TRUE,Return to The Last King,Rückkehr zu: Der letzte König,,,Regreso a El Último Rey,Renouveau - Le Dernier Roi,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to The Pallid Mask,Campaign/Return To/The Path to Carcosa/Scenario/Return to The Pallid Mask,TRUE,Return to The Pallid Mask,Rückkehr zu: Die bleiche Maske,,,Regreso a La Máscara Pálida,Renouveau - Le Masque Blême,,,,,
Campaign,Return To,The Path to Carcosa,Scenario,Return to The Unspeakable Oath,Campaign/Return To/The Path to Carcosa/Scenario/Return to The Unspeakable Oath,TRUE,Return to The Unspeakable Oath,Rückkehr zu: Der unaussprechliche Eid,,,Regreso a El Juramento Inconfesable,Renouveau - Le Serment Indicible,,,,,
Campaign Name,Challenge Scenario,,,,Campaign Name/Challenge Scenario,TRUE,Challenge Scenario,Herausforderungs Szenario,,,Escenario Desafío,,,,,,
Campaign Name,Core Set,,,,Campaign Name/Core Set,TRUE,Core Set,Grundspiel,Scatola Base,База,Caja Básica,Boîte de Base,Core Set,Podstawka,Core Set,กล่องหลัก,Alapszett
Campaign Name,Custom,Alice in Wonderland,,,Campaign Name/Custom/Alice in Wonderland,TRUE,Alice in Wonderland,,,,,,,,,,
Campaign Name,Custom,Cyclopean Foundations,,,Campaign Name/Custom/Cyclopean Foundations,TRUE,Cyclopean Foundations,,,,,,,,,,
Campaign Name,Custom,Dark Matter,,,Campaign Name/Custom/Dark Matter,TRUE,Dark Matter,Dunkle Materie,,,Materia Oscura,,,,,,
Campaign Name,Edge of the Earth,,,,Campaign Name/Edge of the Earth,TRUE,Edge of the Earth,Am Rande der Welt,Ai Confini della Terra,На краю земли,Los Confines de la Tierra,Aux Confins de la Terre,Limiar da Terra,Na krawedzi Ziemi,,,
Campaign Name,Night of the Zealot,,,,Campaign Name/Night of the Zealot,TRUE,Night of the Zealot,Die Nacht des Zeloten,La Notte della Zelota,Ночь фанатички,La Noche de la Fanática,La Nuit de la Zélatrice,A Noite do Zelote,Noc fanatyka,Fanatikova noc,คืนคลั่งศรัทธา,A megszállott éjszakája
Campaign Name,Return to the Circle Undone,,,,Campaign Name/Return to the Circle Undone,TRUE,Return to the Circle Undone,Rückkehr zu: Der gebrochene Kreis,Ritorno a Il Circolo Spezzato,,Regreso a El Círculo Roto,Renouveau - Le Cercle Brisé,,Powrot Przerwanego kręgu,,,
Campaign Name,Return to the Dunwich Legacy,,,,Campaign Name/Return to the Dunwich Legacy,TRUE,Return to the Dunwich Legacy,Rückkehr zu: Das Vermächtnis von Dunwich,Ritorno a L'Eredità di Dunwich,,Regreso a El Legado de Dunwich,Renouveau - L'Héritage de Dunwich,,Powrot Dziedzictwa Dunwich,,,
Campaign Name,Return to the Forgotten Age,,,,Campaign Name/Return to the Forgotten Age,TRUE,Return to the Forgotten Age,Rückkehr zu: Das vergessene Zeitalter,Ritorno a L'Era Dimenticata,,Regreso a La Era Olvidada,Renouveau - La Civilisation Oubliée,,Powrot Zapomnianej ery,,,
Campaign Name,Return to the Night of the Zealot,,,,Campaign Name/Return to the Night of the Zealot,TRUE,Return to the Night of the Zealot,Rückkehr zu: Die Nacht des Zeloten,Ritorno a La Notte della Zelota,Ночь фанатички. Возвращение,Regreso a La Noche de la Fanática,Renouveau - La Nuit de la Zélatrice,,Powrot Nocy fanatyka,,,
Campaign Name,Return to the Path to Carcosa,,,,Campaign Name/Return to the Path to Carcosa,TRUE,Return to the Path to Carcosa,Rückkehr zu: Der Pfad nach Carcosa,Ritorno a La Strada per Carcosa,,Regreso a El camino a Carcosa,Renouveau - La Route de Carcosa,,Powrot Szlaku do Carcosy,,,
Campaign Name,The Circle Undone,,,,Campaign Name/The Circle Undone,TRUE,The Circle Undone,Der gebrochene Kreis,Il Circolo Spezzato,Нарушенный круг,El Círculo Roto,Le Cercle Brisé,,Przerwany Krag,,,
Campaign Name,The Dream-Eaters,The Dream-Quest,,,Campaign Name/The Dream-Eaters/The Dream-Quest,TRUE,The Dream-Quest,Die Traumsuche,,,,,,,,,
Campaign Name,The Dream-Eaters,The Web of Dreams,,,Campaign Name/The Dream-Eaters/The Web of Dreams,TRUE,The Web of Dreams,Das Netz der Träume,,,,,,,,,
Campaign Name,The Dream-Eaters,,,,Campaign Name/The Dream-Eaters,TRUE,The Dream-Eaters,Die Traumfresser,I Divoratori di Sogni,,Los Devoradores de Sueños,Les Dévoreurs de Rêves,,Pozeracze snow,,,
Campaign Name,The Drowned City,,,,Campaign Name/The Drowned City,TRUE,The Drowned City,Die versunkene Stadt,La Città Sommersa,,La ciudad sumergida,,,,,,A vízbe fulladt város
Campaign Name,The Dunwich Legacy,,,,Campaign Name/The Dunwich Legacy,TRUE,The Dunwich Legacy,Das Vermächtnis von Dunwich,L'Eredità di Dunwich,Наследие Данвича,El Legado de Dunwich,L'Héritage de Dunwich,O Legado de Dunwich,Dziedzictwo Dunwich,Odkaz Dunwiche,,A dunwich-i örökség
Campaign Name,The Feast of Hemlock Vale,,,,Campaign Name/The Feast of Hemlock Vale,TRUE,The Feast of Hemlock Vale,Das Fest von Hemlock Vale,La Festa di Hemlock Vale,,La fiesta del Valle de la Cicuta,Le Festin de Hemlock Vale,,,,,
Campaign Name,The Forgotten Age,,,,Campaign Name/The Forgotten Age,TRUE,The Forgotten Age,Das vergessene Zeitalter,L'Era Dimenticata,Забытая эпоха,La Era Olvidada,La Civilisation Oubliée,,Zapomniana era,,,Az elfeledett kor
Campaign Name,The Innsmouth Conspiracy,,,,Campaign Name/The Innsmouth Conspiracy,TRUE,The Innsmouth Conspiracy,Die Innsmouth-Verschwörung,La Cospirazione di Innsmouth,,La Conspiración de Innsmouth,La Conspiration d'Innsmouth,,Zmowa nad Innsmouth,,,
Campaign Name,The Path to Carcosa,,,,Campaign Name/The Path to Carcosa,TRUE,The Path to Carcosa,Der Pfad nach Carcosa,La Strada per Carcosa,Путь в Каркозу,El Camino a Carcosa,La Route de Carcosa,O Caminho para Carcosa,Szlak do Carcosy,,,Út Carcosába
Campaign Name,The Scarlet Keys,,,,Campaign Name/The Scarlet Keys,TRUE,The Scarlet Keys,Die Scharlachroten Schlüssel,Le Chiavi Scarlatte,Алые ключи,Las llaves escarlata,Les Clefs Écarlates,,Szkarlatne klucze,,,
Challenge Scenario Name,All or Nothing,,,,Challenge Scenario Name/All or Nothing,TRUE,All or Nothing,Alles oder nichts,,,Todo o Nada,,,,,,
Challenge Scenario Name,Bad Blood,,,,Challenge Scenario Name/Bad Blood,TRUE,Bad Blood,Böses Blut,,,Mala Sangre,,,,,,
Challenge Scenario Name,By the Book,,,,Challenge Scenario Name/By the Book,TRUE,By the Book,Streng nach Vorschrift,,,Siguiendo el Procedimiento,,,,Podle předpisů,,
Challenge Scenario Name,Laid to Rest,,,,Challenge Scenario Name/Laid to Rest,TRUE,Laid to Rest,Zur Ruhe gebettet,,,Reposo eterno,,,,,,
Challenge Scenario Name,Read or Die,,,,Challenge Scenario Name/Read or Die,TRUE,Read or Die,Lies oder Stirb,,,Lee o Muere,,,,,,
Challenge Scenario Name,Red Tide Rising,,,,Challenge Scenario Name/Red Tide Rising,TRUE,Red Tide Rising,Die Rote Flut,,,Sube la Marea Roja,,,,,,
Challenge Scenario Name,Relics of the Past,,,,Challenge Scenario Name/Relics of the Past,TRUE,Relics of the Past,,,,Reliquias del pasado,,,,,,
Custom,Boon,,,,Custom/Boon,,Boon,,,,Beneficio,,,,,,
Custom,Refraction,,,,Custom/Refraction,,Refraction,,,,Refracción,,,,,,
Custom,Ultimatum,,,,Custom/Ultimatum,,Ultimatum,,,,Ultimátum,,,,,,
Game,Chaos Token,Auto-fail,,,Game/Chaos Token/Auto-fail,,Auto-fail,,,,,,,,,,
Game,Chaos Token,Bless,,,Game/Chaos Token/Bless,,Bless,,,,,,,,,,
Game,Chaos Token,Cultist,,,Game/Chaos Token/Cultist,,Cultist,,,,,,,,,,
Game,Chaos Token,Curse,,,Game/Chaos Token/Curse,,Curse,,,,,,,,,,
Game,Chaos Token,Elder Thing,,,Game/Chaos Token/Elder Thing,,Elder Thing,,,,,,,,,,
Game,Chaos Token,Elder Sign,,,Game/Chaos Token/Elder Sign,,Elder Sign,,,,,,,,,,
Game,Chaos Token,Frost,,,Game/Chaos Token/Frost,,Frost,,,,,,,,,,
Game,Chaos Token,Skull,,,Game/Chaos Token/Skull,,Skull,,,,,,,,,,
Game,Chaos Token,Tablet,,,Game/Chaos Token/Tablet,,Tablet,,,,,,,,,,
Game,Chaos Token,Token,,,Game/Chaos Token/Token,,Token,,,,,,,,,,
Game,Difficulty,Easy,,,Game/Difficulty/Easy,,Easy,,,,,,,,,,
Game,Difficulty,Expert,,,Game/Difficulty/Expert,,Expert,,,,,,,,,,
Game,Difficulty,Hard,,,Game/Difficulty/Hard,,Hard,,,,,,,,,,
Game,Difficulty,Standard,,,Game/Difficulty/Standard,,Standard,,,,,,,,,,
Game,Terms,Random Basic Weakness,,,Game/Terms/Random Basic Weakness,,Random Basic Weakness,,,,,,,,,,
Investigator Starter Decks,Harvey Walters,,,,Investigator Starter Decks/Harvey Walters,TRUE,Harvey Walters,Harvey Walters,,Харви Уолтерс,Harvey Walters,,,,Harvey Walters,,Harvey Walters
Investigator Starter Decks,Investigator Starter Decks,,,,Investigator Starter Decks/Investigator Starter Decks,TRUE,Investigator Starter Decks,Ermittler-Einsteigerdecks,,Стартовые колоды сыщиков,Mazos iniciales de investigador,,,,Startovní balíčky vyšetřovatelů,,Önálló nyomozók
Investigator Starter Decks,Jacqueline Fine,,,,Investigator Starter Decks/Jacqueline Fine,TRUE,Jacqueline Fine,Jaqueline Fine,,Жаклин Файн,Jacqueline Fine,,,,Jacqueline Finová,,Jacqueline Fine
Investigator Starter Decks,Nathaniel Cho,,,,Investigator Starter Decks/Nathaniel Cho,TRUE,Nathaniel Cho,Nathaniel Cho,,Натаниэль Чо,Nathaniel Cho,,,,Nathaniel Cho,,Nathaniel Cho
Investigator Starter Decks,Stella Clark,,,,Investigator Starter Decks/Stella Clark,TRUE,Stella Clark,Stella Clark,,Стелла Кларк,Stella Clark,,,,Stella Clarková,,Stella Clark
Investigator Starter Decks,Winifred Habbamock,,,,Investigator Starter Decks/Winifred Habbamock,TRUE,Winifred Habbamock,Winifred Habbamock,,Уинифред Хаббамок,Winifred Habbamock,,,,Winifred Habbamocková,,Winifred Habbamock
Player,Card Level,Lv. 0,,,Player/Card Level/Lv. 0,TRUE,Lv. 0,St. 0,Liv. 0,Ур. 0,Nvl. 0,Niv. 0,Nv. 0,poziom 0,Lv. 0,ระดับ 0,0. Szint
Player,Card Level,Lv. 1,,,Player/Card Level/Lv. 1,TRUE,Lv. 1,St. 1,Liv. 1,Ур. 1,Nvl. 1,Niv. 1,Nv. 1,poziom 1,Lv. 1,ระดับ 1,1. Szint
Player,Card Level,Lv. 1 ~ 5,,,Player/Card Level/Lv. 1 ~ 5,TRUE,Lv. 1 ~ 5,St. 1 ~ 5,Liv. 1 ~ 5,Ур. 1-5,Nvl. 1 ~ 5,Niv. 1 ~ 5,Nv. 1 ~ 5,poziom 1 ~ 5,Lv. 1 ~ 5,ระดับ 1~5,1-5. Szint
Player,Card Level,Lv. 2,,,Player/Card Level/Lv. 2,TRUE,Lv. 2,St. 2,Liv. 2,Ур. 2,Nvl. 2,Niv. 2,Nv. 2,poziom 2,Lv. 2,ระดับ 2,2. Szint
Player,Card Level,Lv. 3,,,Player/Card Level/Lv. 3,TRUE,Lv. 3,St. 3,Liv. 3,Ур. 3,Nvl. 3,Niv. 3,Nv. 3,poziom 3,Lv. 3,ระดับ 3,3. Szint
Player,Card Level,Lv. 4,,,Player/Card Level/Lv. 4,TRUE,Lv. 4,St. 4,Liv. 4,Ур. 4,Nvl. 4,Niv. 4,Nv. 4,poziom 4,Lv. 4,ระดับ 4,4. Szint
Player,Card Level,Lv. 5,,,Player/Card Level/Lv. 5,TRUE,Lv. 5,St. 5,Liv. 5,Ур. 5,Nvl. 5,Niv. 5,Nv. 5,poziom 5,Lv. 5,ระดับ 5,5. Szint
Player,Card Type,Asset,,,Player/Card Type/Asset,TRUE,Asset,Vorteil,,,,,,,,สวมใส่,
Player,Card Type,Event,,,Player/Card Type/Event,TRUE,Event,Ereignis,,,,,,,,เหตุการณ์,
Player,Card Type,Skill,,,Player/Card Type/Skill,TRUE,Skill,Fertigkeit,,,,,,,,ทักษะ,
Player,Category,Basic Weakness,,,Player/Category/Basic Weakness,TRUE,Basic Weakness,Grundschwäche,Debolezza Base,Базовые слабости,Debilidad Básica,Faiblesse de Base,Fraqueza Básica,Podstawowe oslabienie,Základní slabost,จุดอ่อนพื้นฐาน,Alapgyengeség
Player,Category,Bonded,,,Player/Category/Bonded,TRUE,Bonded,Gebunden,Legato,,Enlazadas,Lié,,,Lepené,,Összekapcsolt
Player,Category,Customizable,,,Player/Category/Customizable,TRUE,Customizable,Verbesserungen,Prsonalizzabile,,Personalizable,Personnalisable,,,Přizpůsobitelné,,Egyedileg testreszabott
Player,Category,Investigators,,,Player/Category/Investigators,TRUE,Investigators,Ermittler,Investigatori,Сыщики,Investigadores,Investigateurs,Investigadores,Badacze,Vyšetřovatelé,นักสืบ,Nyomozók
Player,Category,Novella,,,Player/Category/Novella,TRUE,Novella,Roman,Novella,,Novela,Nouvelle,,,Novella,,Novella
Player,Category,Parallel Investigator,,,Player/Category/Parallel Investigator,TRUE,Parallel Investigator,Parallele Ermittler,Investigatore Parallelo,,Investigador Paralelo,Investigateur Parallèle,Investigador Paralelo,,Paralelní vyšetřovatel,นักสืบโลกคู่ขนาน,Párhuzamos nyomozók
Player,Category,Permanent,,,Player/Category/Permanent,TRUE,Permanent,Dauerhaft,Permanente,Постоянный,Permanente,Permanent,,Trwala,Permanentní,ถาวร,Állandó
Player,Category,Promotional,,,Player/Category/Promotional,,Promotional,,,,,,,,,,
Player,Category,Proxy,,,Player/Category/Proxy,TRUE,Proxy,,,,,Substituts,,,Proxy,,Módosított
Player,Category,Reward,,,Player/Category/Reward,TRUE,Reward,,,награда,,,,,,,
Player,Category,Specialist,,,Player/Category/Specialist,TRUE,Specialist,,,,,,,,,,Szakértő
Player,Category,Upgrade Sheet,,,Player/Category/Upgrade Sheet,TRUE,Upgrade Sheet,,,,,Fiche Amélioration,,,Aktualizační list,,Fejlesztéslap
Player,Category,Weakness,,,Player/Category/Weakness,TRUE,Weakness,Schwäche,Debolezza,слабости,Debilidad,Faiblesse,Fraqueza,Osłabienie,Slabost,จุดอ่อน,Gyengeség
Player,Class,Guardian,,,Player/Class/Guardian,TRUE,Guardian,Wächter,Guardiano,Хранитель,Guardián,Gardien,Guardião,Straznik,Strážce,ผู้พิทักษ์,Őrző
Player,Class,Multi-Class,,,Player/Class/Multi-Class,TRUE,Multi-Class,Multi-Klassen,Multi-Classe,Мультиклассовые,Multi-Clase,Multi-Classe,Multiclasse,Wieloklasowe,Multi-Class,หลายคลาส,Többosztályú
Player,Class,Mystic,,,Player/Class/Mystic,TRUE,Mystic,Mystiker,Mistico,Мистик,Místico,Mystique,Místico,Mistyk,Mystik,ผู้ใช้เวทมนตร์,Misztikus
Player,Class,Neutral,,,Player/Class/Neutral,TRUE,Neutral,Neutral,Neutrale,Нейтральные,Neutral,Neutre,Neutro,Neutralne,Neutrální,ทั่วไป,Semleges
Player,Class,Rogue,,,Player/Class/Rogue,TRUE,Rogue,Schurke,Canaglia,Ловкач,Rebelde,Truand,Ladino,Lotr,Samotář,ผู้มีเล่ห์กล,Zsivány
Player,Class,Seeker,,,Player/Class/Seeker,TRUE,Seeker,Sucher,Studioso,Искатель,Buscador,Chercheur,Buscador,Poszukiwacz,Hledač,ผู้แสวงหา,Kutató
Player,Class,Survivor,,,Player/Class/Survivor,TRUE,Survivor,Überlebender,Sopravvissuto,Выживший,Superviviente,Survivant,Sobrevivente,Ocalaly,Přeživší,ผู้รอดชีวิต,Túlélő
Player,Core Special Category,Emergency Cache,,,Player/Core Special Category/Emergency Cache,TRUE,Emergency Cache,,,,Alijo de emergencia,,,,,ของใช้ยามฉุกเฉิน,
Player,Core Special Category,Flashlight,,,Player/Core Special Category/Flashlight,TRUE,Flashlight,,,,Linterna,,,,,ไฟฉาย,
Player,Core Special Category,Knife,,,Player/Core Special Category/Knife,TRUE,Knife,,,,Cuchillo,,,,,มีด,
Player,Core Special Category,Neutral Skill,,,Player/Core Special Category/Neutral Skill,TRUE,Neutral Skill,,,,,,,,,ทักษะทั่วไป,
Player,Deck Divider,Deck 1,,,Player/Deck Divider/Deck 1,TRUE,Deck 1,Deck 1,Mazzo 1,Колода 1,Mazo 1,Deck 1,Deck 1,Talia 1,Balíček 1,เด็ค 1,1. Pakli
Player,Deck Divider,Deck 2,,,Player/Deck Divider/Deck 2,TRUE,Deck 2,Deck 2,Mazzo 2,Колода 2,Mazo 2,Deck 2,Deck 2,Talia 2,Balíček 2,เด็ค 2,2. Pakli
Player,Deck Divider,Deck 3,,,Player/Deck Divider/Deck 3,TRUE,Deck 3,Deck 3,Mazzo 3,Колода 3,Mazo 3,Deck 3,Deck 3,Talia 3,Balíček 3,เด็ค 3,3. Pakli
